1.0,-16.5,-17.13,-41.5,42.13,25.5,26.25,0.0,0.0,0.52,0.98,35.5,34.36,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,165.0,16986.0,16986.0,135469.0,15743.0,15743.0,0.0,762.0,812.0,176.0,30.0
2.0,-16.5,-17.11,-41.5,42.11,26.5,26.25,0.0,0.0,0.51,0.98,35.5,34.4,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,166.0,17092.0,17092.0,135961.0,15792.0,15792.0,0.0,767.0,815.0,51.0,30.0
3.0,-16.5,-17.1,-41.5,42.1,23.25,26.25,0.0,0.0,0.51,0.98,35.5,34.42,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,166.0,17092.0,17092.0,136281.0,15851.0,15851.0,0.0,767.0,816.0,324.0,30.0
4.0,-16.5,-17.08,-41.5,42.08,25.5,26.25,0.0,0.0,0.51,0.97,35.5,34.46,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,167.0,17198.0,17198.0,136861.0,15900.0,15900.0,0.0,771.0,820.0,24.0,30.0
5.0,-16.5,-17.06,-41.5,42.06,27.5,26.25,0.0,0.0,0.51,0.97,35.5,34.5,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,169.0,17354.0,17354.0,137439.0,15958.0,15958.0,0.0,777.0,824.0,63.0,30.0
6.0,-16.5,-17.05,-41.5,42.05,26.75,26.25,0.0,0.0,0.51,0.96,35.5,34.51,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,169.0,17354.0,17354.0,137789.0,16007.0,16007.0,0.0,777.0,826.0,121.0,31.0
7.0,-16.5,-17.03,-41.5,42.03,28.0,26.25,0.0,0.0,0.5,0.96,35.5,34.54,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,170.0,17460.0,17460.0,138281.0,16066.0,16066.0,0.0,782.0,829.0,168.0,31.0
8.0,-16.5,-17.02,-41.5,42.02,25.75,26.25,0.0,0.0,0.5,0.96,35.5,34.55,11.0,11.0,30.0,29.0,85.0,0.0,-31.5,-110.0,170.0,17460.0,17460.0,138661.0,16115.0,16115.0,0.0,782.0,832.0,3.0,31.0
9.0,-16.5,-17.0,-41.5,42.0,27.75,26.25,0.0,0.0,0.5,0.95,35.5,34.57,11.0,11.0,29.0,29.0,86.0,0.0,-32.5,-110.0,171.0,17566.0,17566.0,139123.0,16163.0,16163.0,0.0,787.0,834.0,166.0,31.0
10.0,-16.5,-17.0,-41.5,42.0,26.0,26.25,0.0,0.0,0.5,0.95,35.5,34.58,11.0,11.0,29.0,29.0,86.0,0.0,-32.5,-110.0,171.0,17566.0,17566.0,139503.0,16222.0,16222.0,0.0,787.0,837.0,100.0,31.0
11.0,-16.5,-17.0,-41.5,42.0,25.5,26.25,0.0,0.0,0.5,0.95,35.5,34.61,11.0,11.0,29.0,29.0,86.0,0.0,-32.5,-110.0,172.0,17672.0,17672.0,139965.0,16271.0,16271.0,0.0,791.0,839.0,266.0,30.0
12.0,-16.5,-17.0,-41.5,42.0,25.0,26.25,0.0,0.0,0.5,0.95,35.5,34.62,11.0,11.0,29.0,29.0,86.0,0.0,-32.5,-110.0,172.0,17672.0,17672.0,140315.0,16330.0,16330.0,0.0,791.0,841.0,320.0,30.0
13.0,-16.5,-16.99,-41.5,41.99,25.5,26.25,0.0,0.0,0.5,0.94,35.5,34.64,11.0,11.0,29.0,29.0,86.0,0.0,-32.5,-110.0,173.0,17778.0,17778.0,140865.0,16378.0,16378.0,0.0,795.0,844.0,141.0,31.0
14.0,-16.5,-16.99,-41.5,41.99,26.25,26.25,0.0,0.0,0.5,0.94,35.5,34.65,11.0,11.0,29.0,29.0,86.0,0.0,-32.5,-110.0,173.0,17778.0,17778.0,141245.0,16437.0,16437.0,0.0,795.0,847.0,65.0,31.0
15.0,-16.5,-16.98,-41.5,41.98,25.75,26.25,0.0,0.0,0.49,0.94,35.5,34.68,11.0,11.0,29.0,29.0,86.0,0.0,-32.5,-110.0,174.0,17884.0,17884.0,141737.0,16486.0,16486.0,0.0,800.0,850.0,23.0,31.0
16.0,-17.0,-16.99,-42.0,41.99,23.75,26.0,0.0,0.0,0.49,0.93,34.0,34.66,11.0,11.0,29.0,29.0,87.0,0.0,-31.5,-110.0,175.0,17990.0,17990.0,142345.0,16544.0,16544.0,0.0,805.0,853.0,62.0,31.0
17.0,-17.0,-17.0,-42.0,42.0,27.75,26.25,0.0,0.0,0.49,0.93,34.0,34.64,11.0,11.0,29.0,29.0,87.0,0.0,-31.5,-110.0,175.0,17990.0,17990.0,142695.0,16593.0,16593.0,0.0,805.0,855.0,120.0,30.0
18.0,-17.0,-17.0,-42.0,42.0,25.25,26.25,0.0,0.0,0.49,0.93,34.0,34.61,11.0,11.0,29.0,29.0,88.0,0.0,-31.5,-110.0,176.0,18096.0,18096.0,143245.0,16642.0,16642.0,0.0,810.0,858.0,62.0,31.0
19.0,-17.0,-17.0,-42.0,42.0,24.75,26.0,0.0,0.0,0.49,0.93,34.0,34.59,11.0,11.0,29.0,29.0,88.0,0.0,-31.5,-110.0,176.0,18096.0,18096.0,143595.0,16701.0,16701.0,0.0,810.0,860.0,217.0,30.0
20.0,-17.0,-17.0,-42.0,42.0,24.75,26.0,0.0,0.0,0.48,0.92,34.0,34.56,11.0,11.0,29.0,29.0,88.0,0.0,-31.5,-110.0,177.0,18202.0,18202.0,144087.0,16750.0,16750.0,0.0,815.0,863.0,160.0,31.0
