1.0,-38.5,-38.45,-63.5,63.45,12.5,11.5,0.0,0.0,0.0,1.4,13.0,12.65,10.0,9.0,36.0,36.0,14.0,0.0,-50.0,-110.0,2.0,156.0,156.0,69336.0,10538.0,10538.0,0.0,2.0,284.0,229.0,29.0
2.0,-38.5,-38.44,-63.5,63.44,13.25,11.5,0.0,0.0,0.0,1.39,15.0,12.71,10.0,9.0,36.0,36.0,14.0,0.0,-50.0,-110.0,4.0,312.0,312.0,70000.0,10597.0,10597.0,0.0,16.0,287.0,220.0,29.0
3.0,-38.5,-38.44,-63.5,63.44,12.5,11.5,0.0,0.0,0.0,1.38,13.0,12.72,10.0,9.0,36.0,36.0,14.0,0.0,-50.0,-110.0,5.0,418.0,418.0,70462.0,10645.0,10645.0,0.0,17.0,289.0,111.0,28.0
4.0,-38.0,-38.46,-63.0,63.46,12.5,11.5,0.0,0.0,9.52,1.37,13.0,12.74,10.0,9.0,36.0,36.0,14.0,0.0,-50.0,-110.0,6.0,524.0,524.0,70982.0,10704.0,10704.0,0.0,19.0,291.0,158.0,28.0
5.0,-39.0,-38.46,-64.0,63.46,11.25,11.5,0.0,0.0,8.69,1.36,12.5,12.74,10.0,9.0,36.0,36.0,14.0,0.0,-50.0,-110.0,7.0,630.0,630.0,71444.0,10753.0,10753.0,0.0,21.0,293.0,95.0,27.0
6.0,-39.0,-38.49,-64.0,63.49,11.5,11.5,0.0,0.0,11.53,1.35,12.5,12.72,10.0,9.0,36.0,34.0,14.0,0.0,-50.0,-110.0,8.0,736.0,736.0,72022.0,10812.0,10812.0,0.0,23.0,295.0,143.0,28.0
7.0,-39.5,-38.54,-64.5,63.54,10.25,11.5,0.0,0.0,10.71,1.33,11.5,12.69,10.0,8.0,36.0,34.0,14.0,0.0,-50.0,-110.0,9.0,842.0,842.0,72544.0,10870.0,10870.0,0.0,25.0,299.0,67.0,29.0
8.0,-38.5,-38.58,-63.5,63.58,11.25,11.5,0.0,0.0,9.67,1.32,13.0,12.65,10.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,10.0,948.0,948.0,73064.0,10919.0,10919.0,0.0,28.0,301.0,137.0,29.0
9.0,-38.5,-38.57,-63.5,63.57,11.0,11.5,0.0,0.0,9.09,1.31,13.0,12.66,11.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,11.0,1054.0,1054.0,73556.0,10978.0,10978.0,0.0,30.0,304.0,72.0,28.0
10.0,-37.5,-38.54,-62.5,63.54,11.25,11.5,0.0,0.0,8.57,1.3,13.5,12.67,11.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,12.0,1160.0,1160.0,74018.0,11026.0,11026.0,0.0,32.0,306.0,224.0,29.0
11.0,-38.0,-38.52,-63.0,63.52,11.5,11.5,0.0,0.0,7.89,1.92,13.5,12.69,11.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,13.0,1266.0,1478.0,74882.0,11085.0,11085.0,0.0,35.0,312.0,46.0,28.0
12.0,-37.5,-38.5,-62.5,63.5,11.75,11.5,0.0,0.0,7.31,1.91,13.5,12.7,11.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,14.0,1372.0,1584.0,75344.0,11134.0,11134.0,0.0,38.0,314.0,116.0,28.0
13.0,-37.5,-38.49,-62.5,63.49,11.75,11.5,0.0,0.0,6.97,1.88,13.5,12.72,11.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,15.0,1478.0,1690.0,75966.0,11193.0,11193.0,0.0,40.0,318.0,30.0,29.0
14.0,-38.5,-38.48,-63.5,63.48,12.0,11.5,0.0,0.0,6.52,1.87,14.0,12.74,11.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,16.0,1584.0,1796.0,76370.0,11241.0,11241.0,0.0,43.0,320.0,109.0,29.0
15.0,-39.0,-38.47,-64.0,63.47,11.0,11.5,0.0,0.0,6.25,1.86,13.0,12.75,10.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,17.0,1690.0,1902.0,77006.0,11300.0,11300.0,0.0,45.0,322.0,146.0,28.0
16.0,-38.5,-38.5,-63.5,63.5,11.0,11.25,0.0,0.0,6.0,1.85,13.0,12.75,10.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,18.0,1796.0,2008.0,77526.0,11359.0,11359.0,0.0,47.0,324.0,193.0,29.0
17.0,-39.0,-38.5,-64.0,63.5,11.0,11.25,0.0,0.0,5.76,1.84,13.0,12.76,10.0,8.0,34.0,34.0,15.0,0.0,-50.0,-110.0,19.0,1902.0,2114.0,78046.0,11407.0,11407.0,0.0,49.0,326.0,28.0,28.0
18.0,-39.0,-38.51,-64.0,63.51,12.25,11.25,0.0,0.0,5.55,2.12,13.0,12.76,11.0,8.0,34.0,32.0,16.0,0.0,-50.5,-110.0,20.0,2008.0,2326.0,78738.0,11466.0,11466.0,0.0,51.0,330.0,175.0,28.0
19.0,-39.0,-38.53,-64.0,63.53,12.25,11.5,0.0,0.0,5.35,2.1,13.0,12.76,11.0,8.0,34.0,32.0,16.0,0.0,-50.5,-110.0,21.0,2114.0,2432.0,79316.0,11515.0,11515.0,0.0,53.0,332.0,125.0,29.0
20.0,-39.0,-38.55,-64.0,63.55,11.75,11.5,0.0,0.0,5.17,2.67,13.0,12.76,9.0,8.0,34.0,32.0,16.0,0.0,-50.5,-110.0,22.0,2220.0,2538.0,79896.0,11574.0,11574.0,0.0,55.0,336.0,172.0,28.0
21.0,-39.0,-38.56,-64.0,63.56,11.75,11.5,0.0,0.0,5.0,2.66,13.0,12.76,9.0,8.0,34.0,32.0,16.0,0.0,-50.5,-110.0,23.0,2326.0,2644.0,80416.0,11622.0,11622.0,0.0,57.0,338.0,7.0,28.0
22.0,-39.0,-38.57,-64.0,63.57,12.25,11.5,0.0,0.0,4.83,2.63,13.0,12.76,10.0,8.0,34.0,32.0,16.0,0.0,-50.5,-110.0,24.0,2432.0,2750.0,80966.0,11681.0,11681.0,0.0,59.0,341.0,54.0,29.0
23.0,-39.0,-38.59,-64.0,63.59,11.5,11.5,0.0,0.0,7.35,2.62,13.0,12.77,10.0,8.0,34.0,32.0,16.0,0.0,-50.5,-110.0,25.0,2538.0,2856.0,81486.0,11730.0,11730.0,0.0,63.0,343.0,0.0,28.0
24.0,-39.0,-38.61,-64.0,63.61,12.25,11.5,0.0,0.0,8.45,2.6,13.0,12.77,10.0,8.0,34.0,32.0,16.0,0.0,-50.5,-110.0,26.0,2644.0,2962.0,82064.0,11788.0,11788.0,0.0,65.0,345.0,150.0,29.0
25.0,-39.0,-38.62,-64.0,63.62,11.75,11.5,0.0,0.0,8.21,2.59,13.0,12.77,10.0,7.0,34.0,32.0,16.0,0.0,-50.5,-110.0,27.0,2750.0,3068.0,82468.0,11837.0,11837.0,0.0,67.0,347.0,107.0,28.0
26.0,-39.0,-38.64,-64.0,63.64,12.25,11.5,0.0,0.0,8.0,2.57,13.0,12.77,10.0,7.0,34.0,34.0,16.0,0.0,-50.5,-110.0,28.0,2856.0,3174.0,83104.0,11896.0,11896.0,0.0,69.0,349.0,144.0,28.0
27.0,-38.0,-38.62,-63.0,63.62,12.0,11.5,0.0,0.0,7.79,2.56,13.5,12.78,10.0,7.0,34.0,34.0,16.0,0.0,-50.5,-110.0,29.0,2962.0,3280.0,83624.0,11955.0,11955.0,0.0,71.0,351.0,79.0,28.0
28.0,-39.0,-38.62,-64.0,63.62,11.75,11.5,0.0,0.0,7.59,2.54,13.0,12.78,10.0,7.0,34.0,32.0,16.0,0.0,-50.5,-110.0,30.0,3068.0,3386.0,84144.0,12003.0,12003.0,0.0,73.0,353.0,26.0,29.0
29.0,-39.0,-38.64,-64.0,63.64,12.0,11.5,0.0,0.0,7.4,2.53,13.0,12.78,10.0,7.0,34.0,32.0,16.0,0.0,-50.5,-110.0,31.0,3174.0,3492.0,84664.0,12062.0,12062.0,0.0,75.0,355.0,73.0,29.0
30.0,-39.0,-38.65,-64.0,63.65,11.75,11.5,0.0,0.0,7.22,2.52,13.0,12.78,10.0,7.0,34.0,32.0,16.0,0.0,-50.5,-110.0,32.0,3280.0,3598.0,85184.0,12111.0,12111.0,0.0,77.0,357.0,21.0,29.0
31.0,-39.0,-38.67,-64.0,63.67,11.75,11.5,0.0,0.0,7.05,2.5,13.0,12.78,10.0,7.0,34.0,32.0,16.0,0.0,-50.5,-110.0,33.0,3386.0,3704.0,85704.0,12169.0,12169.0,0.0,79.0,359.0,68.0,28.0
32.0,-39.0,-38.68,-64.0,63.68,12.0,11.5,0.0,0.0,6.89,2.49,13.0,12.78,10.0,7.0,34.0,32.0,16.0,0.0,-50.5,-110.0,34.0,3492.0,3810.0,86282.0,12218.0,12218.0,0.0,81.0,361.0,118.0,30.0
